Date,Lunar.Day,coral.id,Number.Larvae
20180801,-10,R-1,0
20180801,-10,R-2,0
20180801,-10,R-3,0
20180801,-10,R-4,0
20180801,-10,R-5,0
20180801,-10,R-6,0
20180801,-10,R-7,0
20180801,-10,R-8,0
20180801,-10,R-9,0
20180801,-10,R-10,0
20180801,-10,R-11,0
20180801,-10,R-12,0
20180801,-10,R-13,0
20180801,-10,R-14,0
20180801,-10,R-15,0
20180801,-10,R-16,0
20180801,-10,R-17,0
20180801,-10,R-18,0
20180801,-10,R-19,0
20180801,-10,R-20,0
20180801,-10,D-1,0
20180801,-10,D-2,0
20180801,-10,D-3,0
20180801,-10,D-4,0
20180801,-10,D-5,0
20180801,-10,D-6,0
20180801,-10,D-7,0
20180801,-10,D-8,0
20180801,-10,D-9,0
20180801,-10,D-10,0
20180801,-10,D-11,0
20180801,-10,D-12,0
20180801,-10,D-13,0
20180801,-10,D-14,0
20180801,-10,D-15,0
20180801,-10,D-16,0
20180801,-10,D-17,0
20180801,-10,D-18,0
20180801,-10,D-19,0
20180801,-10,D-20,0
20180802,-9,R-1,0
20180802,-9,R-2,0
20180802,-9,R-3,0
20180802,-9,R-4,0
20180802,-9,R-5,0
20180802,-9,R-6,0
20180802,-9,R-7,0
20180802,-9,R-8,0
20180802,-9,R-9,0
20180802,-9,R-10,0
20180802,-9,R-11,0
20180802,-9,R-12,0
20180802,-9,R-13,0
20180802,-9,R-14,0
20180802,-9,R-15,0
20180802,-9,R-16,0
20180802,-9,R-17,0
20180802,-9,R-18,0
20180802,-9,R-19,0
20180802,-9,R-20,0
20180802,-9,D-1,0
20180802,-9,D-2,0
20180802,-9,D-3,0
20180802,-9,D-4,0
20180802,-9,D-5,0
20180802,-9,D-6,0
20180802,-9,D-7,0
20180802,-9,D-8,0
20180802,-9,D-9,0
20180802,-9,D-10,0
20180802,-9,D-11,0
20180802,-9,D-12,0
20180802,-9,D-13,0
20180802,-9,D-14,0
20180802,-9,D-15,0
20180802,-9,D-16,0
20180802,-9,D-17,0
20180802,-9,D-18,0
20180802,-9,D-19,0
20180802,-9,D-20,0
20180803,-8,R-1,0
20180803,-8,R-2,109
20180803,-8,R-3,5
20180803,-8,R-4,0
20180803,-8,R-5,0
20180803,-8,R-6,61
20180803,-8,R-7,0
20180803,-8,R-8,0
20180803,-8,R-9,0
20180803,-8,R-10,0
20180803,-8,R-11,13
20180803,-8,R-12,0
20180803,-8,R-13,0
20180803,-8,R-14,0
20180803,-8,R-15,0
20180803,-8,R-16,0
20180803,-8,R-17,0
20180803,-8,R-18,0
20180803,-8,R-19,0
20180803,-8,R-20,0
20180803,-8,D-1,0
20180803,-8,D-2,0
20180803,-8,D-3,0
20180803,-8,D-4,0
20180803,-8,D-5,0
20180803,-8,D-6,0
20180803,-8,D-7,0
20180803,-8,D-8,0
20180803,-8,D-9,0
20180803,-8,D-10,0
20180803,-8,D-11,0
20180803,-8,D-12,0
20180803,-8,D-13,0
20180803,-8,D-14,0
20180803,-8,D-15,0
20180803,-8,D-16,0
20180803,-8,D-17,1
20180803,-8,D-18,0
20180803,-8,D-19,0
20180803,-8,D-20,1
20180804,-7,R-1,0
20180804,-7,R-2,13
20180804,-7,R-3,17
20180804,-7,R-4,0
20180804,-7,R-5,0
20180804,-7,R-6,55
20180804,-7,R-7,16
20180804,-7,R-8,0
20180804,-7,R-9,0
20180804,-7,R-10,0
20180804,-7,R-11,0
20180804,-7,R-12,0
20180804,-7,R-13,0
20180804,-7,R-14,0
20180804,-7,R-15,0
20180804,-7,R-16,0
20180804,-7,R-17,0
20180804,-7,R-18,0
20180804,-7,R-19,0
20180804,-7,R-20,14
20180804,-7,D-1,0
20180804,-7,D-2,7
20180804,-7,D-3,5
20180804,-7,D-4,0
20180804,-7,D-5,0
20180804,-7,D-6,0
20180804,-7,D-7,0
20180804,-7,D-8,37
20180804,-7,D-9,0
20180804,-7,D-10,0
20180804,-7,D-11,0
20180804,-7,D-12,0
20180804,-7,D-13,0
20180804,-7,D-14,0
20180804,-7,D-15,1
20180804,-7,D-16,0
20180804,-7,D-17,0
20180804,-7,D-18,0
20180804,-7,D-19,6
20180804,-7,D-20,0
20180805,-6,R-1,0
20180805,-6,R-2,15
20180805,-6,R-3,13
20180805,-6,R-4,0
20180805,-6,R-5,0
20180805,-6,R-6,57
20180805,-6,R-7,0
20180805,-6,R-8,0
20180805,-6,R-9,0
20180805,-6,R-10,0
20180805,-6,R-11,0
20180805,-6,R-12,0
20180805,-6,R-13,0
20180805,-6,R-14,0
20180805,-6,R-15,0
20180805,-6,R-16,0
20180805,-6,R-17,0
20180805,-6,R-18,1
20180805,-6,R-19,0
20180805,-6,R-20,19
20180805,-6,D-1,0
20180805,-6,D-2,3
20180805,-6,D-3,0
20180805,-6,D-4,0
20180805,-6,D-5,0
20180805,-6,D-6,0
20180805,-6,D-7,3
20180805,-6,D-8,18
20180805,-6,D-9,0
20180805,-6,D-10,4
20180805,-6,D-11,0
20180805,-6,D-12,0
20180805,-6,D-13,0
20180805,-6,D-14,0
20180805,-6,D-15,6
20180805,-6,D-16,0
20180805,-6,D-17,0
20180805,-6,D-18,0
20180805,-6,D-19,0
20180805,-6,D-20,0
20180806,-5,R-1,7
20180806,-5,R-2,10
20180806,-5,R-3,7
20180806,-5,R-4,0
20180806,-5,R-5,0
20180806,-5,R-6,35
20180806,-5,R-7,0
20180806,-5,R-8,0
20180806,-5,R-9,0
20180806,-5,R-10,0
20180806,-5,R-11,1
20180806,-5,R-12,0
20180806,-5,R-13,0
20180806,-5,R-14,0
20180806,-5,R-15,0
20180806,-5,R-16,45
20180806,-5,R-17,0
20180806,-5,R-18,1
20180806,-5,R-19,0
20180806,-5,R-20,46
20180806,-5,D-1,0
20180806,-5,D-2,9
20180806,-5,D-3,0
20180806,-5,D-4,0
20180806,-5,D-5,0
20180806,-5,D-6,0
20180806,-5,D-7,206
20180806,-5,D-8,17
20180806,-5,D-9,0
20180806,-5,D-10,34
20180806,-5,D-11,7
20180806,-5,D-12,3
20180806,-5,D-13,0
20180806,-5,D-14,0
20180806,-5,D-15,26
20180806,-5,D-16,0
20180806,-5,D-17,0
20180806,-5,D-18,0
20180806,-5,D-19,0
20180806,-5,D-20,0
20180807,-4,R-1,11
20180807,-4,R-2,6
20180807,-4,R-3,214
20180807,-4,R-4,0
20180807,-4,R-5,126
20180807,-4,R-6,121
20180807,-4,R-7,1
20180807,-4,R-8,66
20180807,-4,R-9,0
20180807,-4,R-10,0
20180807,-4,R-11,6
20180807,-4,R-12,66
20180807,-4,R-13,0
20180807,-4,R-14,0
20180807,-4,R-15,0
20180807,-4,R-16,0
20180807,-4,R-17,0
20180807,-4,R-18,9
20180807,-4,R-19,32
20180807,-4,R-20,67
20180807,-4,D-1,1
20180807,-4,D-2,8
20180807,-4,D-3,0
20180807,-4,D-4,2
20180807,-4,D-5,0
20180807,-4,D-6,0
20180807,-4,D-7,1
20180807,-4,D-8,46
20180807,-4,D-9,0
20180807,-4,D-10,0
20180807,-4,D-11,0
20180807,-4,D-12,0
20180807,-4,D-13,0
20180807,-4,D-14,0
20180807,-4,D-15,0
20180807,-4,D-16,0
20180807,-4,D-17,4
20180807,-4,D-18,0
20180807,-4,D-19,12
20180807,-4,D-20,6
20180808,-3,R-1,0
20180808,-3,R-2,72
20180808,-3,R-3,16
20180808,-3,R-4,0
20180808,-3,R-5,0
20180808,-3,R-6,5
20180808,-3,R-7,0
20180808,-3,R-8,0
20180808,-3,R-9,0
20180808,-3,R-10,0
20180808,-3,R-11,0
20180808,-3,R-12,720
20180808,-3,R-13,0
20180808,-3,R-14,0
20180808,-3,R-15,0
20180808,-3,R-16,7
20180808,-3,R-17,0
20180808,-3,R-18,0
20180808,-3,R-19,39
20180808,-3,R-20,94
20180808,-3,D-1,0
20180808,-3,D-2,8
20180808,-3,D-3,0
20180808,-3,D-4,0
20180808,-3,D-5,0
20180808,-3,D-6,0
20180808,-3,D-7,31
20180808,-3,D-8,58
20180808,-3,D-9,0
20180808,-3,D-10,1
20180808,-3,D-11,0
20180808,-3,D-12,0
20180808,-3,D-13,0
20180808,-3,D-14,0
20180808,-3,D-15,0
20180808,-3,D-16,0
20180808,-3,D-17,4
20180808,-3,D-18,3
20180808,-3,D-19,6
20180808,-3,D-20,0
20180809,-2,R-1,0
20180809,-2,R-2,52
20180809,-2,R-3,49
20180809,-2,R-4,0
20180809,-2,R-5,29
20180809,-2,R-6,23
20180809,-2,R-7,3
20180809,-2,R-8,0
20180809,-2,R-9,0
20180809,-2,R-10,2
20180809,-2,R-11,4
20180809,-2,R-12,0
20180809,-2,R-13,0
20180809,-2,R-14,0
20180809,-2,R-15,0
20180809,-2,R-16,14
20180809,-2,R-17,0
20180809,-2,R-18,4
20180809,-2,R-19,42
20180809,-2,R-20,1328
20180809,-2,D-1,0
20180809,-2,D-2,17
20180809,-2,D-3,0
20180809,-2,D-4,1
20180809,-2,D-5,20
20180809,-2,D-6,0
20180809,-2,D-7,88
20180809,-2,D-8,180
20180809,-2,D-9,9
20180809,-2,D-10,94
20180809,-2,D-11,24
20180809,-2,D-12,3
20180809,-2,D-13,0
20180809,-2,D-14,0
20180809,-2,D-15,0
20180809,-2,D-16,0
20180809,-2,D-17,97
20180809,-2,D-18,107
20180809,-2,D-19,45
20180809,-2,D-20,36
20180809,-1,R-1,26
20180810,-1,R-2,419
20180810,-1,R-3,421
20180810,-1,R-4,0
20180810,-1,R-5,47
20180810,-1,R-6,21
20180810,-1,R-7,0
20180810,-1,R-8,0
20180810,-1,R-9,0
20180810,-1,R-10,0
20180810,-1,R-11,0
20180810,-1,R-12,0
20180810,-1,R-13,0
20180810,-1,R-14,0
20180810,-1,R-15,0
20180810,-1,R-16,51
20180810,-1,R-17,0
20180810,-1,R-18,4
20180810,-1,R-19,120
20180810,-1,R-20,41
20180810,-1,D-1,508
20180810,-1,D-2,231
20180810,-1,D-3,23
20180810,-1,D-4,0
20180810,-1,D-5,16
20180810,-1,D-6,0
20180810,-1,D-7,108
20180810,-1,D-8,417
20180810,-1,D-9,0
20180810,-1,D-10,29
20180810,-1,D-11,31
20180810,-1,D-12,0
20180810,-1,D-13,0
20180810,-1,D-14,0
20180810,-1,D-15,7
20180810,-1,D-16,0
20180810,-1,D-17,316
20180810,-1,D-18,274
20180810,-1,D-19,145
20180810,-1,D-20,118
20180811,0,R-1,18
20180811,0,R-2,225
20180811,0,R-3,105
20180811,0,R-4,0
20180811,0,R-5,99
20180811,0,R-6,5
20180811,0,R-7,0
20180811,0,R-8,0
20180811,0,R-9,0
20180811,0,R-10,0
20180811,0,R-11,0
20180811,0,R-12,0
20180811,0,R-13,0
20180811,0,R-14,0
20180811,0,R-15,0
20180811,0,R-16,9
20180811,0,R-17,0
20180811,0,R-18,33
20180811,0,R-19,139
20180811,0,R-20,46
20180811,0,D-1,120
20180811,0,D-2,308
20180811,0,D-3,0
20180811,0,D-4,0
20180811,0,D-5,658
20180811,0,D-6,0
20180811,0,D-7,155
20180811,0,D-8,12
20180811,0,D-9,215
20180811,0,D-10,369
20180811,0,D-11,4
20180811,0,D-12,0
20180811,0,D-13,0
20180811,0,D-14,0
20180811,0,D-15,369
20180811,0,D-16,0
20180811,0,D-17,129
20180811,0,D-18,1056
20180811,0,D-19,361
20180811,0,D-20,171
20180812,1,R-1,21
20180812,1,R-2,81
20180812,1,R-3,291
20180812,1,R-4,0
20180812,1,R-5,75
20180812,1,R-6,75
20180812,1,R-7,19
20180812,1,R-8,11
20180812,1,R-9,23
20180812,1,R-10,3
20180812,1,R-11,4
20180812,1,R-12,0
20180812,1,R-13,0
20180812,1,R-14,0
20180812,1,R-15,0
20180812,1,R-16,8
20180812,1,R-17,0
20180812,1,R-18,247
20180812,1,R-19,29
20180812,1,R-20,169
20180812,1,D-1,0
20180812,1,D-2,76
20180812,1,D-3,1257
20180812,1,D-4,0
20180812,1,D-5,467
20180812,1,D-6,16
20180812,1,D-7,1696
20180812,1,D-8,972
20180812,1,D-9,331
20180812,1,D-10,82
20180812,1,D-11,83
20180812,1,D-12,119
20180812,1,D-13,14
20180812,1,D-14,0
20180812,1,D-15,3
20180812,1,D-16,3
20180812,1,D-17,443
20180812,1,D-18,1265
20180812,1,D-19,265
20180812,1,D-20,17
20180813,2,R-1,14
20180813,2,R-2,257
20180813,2,R-3,18
20180813,2,R-4,0
20180813,2,R-5,87
20180813,2,R-6,28
20180813,2,R-7,2
20180813,2,R-8,0
20180813,2,R-9,11
20180813,2,R-10,5
20180813,2,R-11,0
20180813,2,R-12,0
20180813,2,R-13,0
20180813,2,R-14,1
20180813,2,R-15,0
20180813,2,R-16,0
20180813,2,R-17,0
20180813,2,R-18,257
20180813,2,R-19,178
20180813,2,R-20,0
20180813,2,D-1,816
20180813,2,D-2,0
20180813,2,D-3,4
20180813,2,D-4,0
20180813,2,D-5,768
20180813,2,D-6,267
20180813,2,D-7,1560
20180813,2,D-8,1736
20180813,2,D-9,0
20180813,2,D-10,1032
20180813,2,D-11,364
20180813,2,D-12,244
20180813,2,D-13,1
20180813,2,D-14,0
20180813,2,D-15,1160
20180813,2,D-16,9
20180813,2,D-17,61
20180813,2,D-18,760
20180813,2,D-19,2392
20180813,2,D-20,714
20180814,3,R-1,0
20180814,3,R-2,0
20180814,3,R-3,0
20180814,3,R-4,0
20180814,3,R-5,0
20180814,3,R-6,0
20180814,3,R-7,0
20180814,3,R-8,0
20180814,3,R-9,0
20180814,3,R-10,0
20180814,3,R-11,0
20180814,3,R-12,0
20180814,3,R-13,0
20180814,3,R-14,0
20180814,3,R-15,0
20180814,3,R-16,0
20180814,3,R-17,0
20180814,3,R-18,0
20180814,3,R-19,0
20180814,3,R-20,0
20180814,3,D-1,0
20180814,3,D-2,0
20180814,3,D-3,0
20180814,3,D-4,0
20180814,3,D-5,0
20180814,3,D-6,0
20180814,3,D-7,0
20180814,3,D-8,0
20180814,3,D-9,0
20180814,3,D-10,0
20180814,3,D-11,0
20180814,3,D-12,0
20180814,3,D-13,0
20180814,3,D-14,0
20180814,3,D-15,0
20180814,3,D-16,0
20180814,3,D-17,0
20180814,3,D-18,0
20180814,3,D-19,0
20180814,3,D-20,0
20180815,4,R-1,0
20180815,4,R-2,0
20180815,4,R-3,0
20180815,4,R-4,0
20180815,4,R-5,0
20180815,4,R-6,0
20180815,4,R-7,0
20180815,4,R-8,0
20180815,4,R-9,0
20180815,4,R-10,0
20180815,4,R-11,0
20180815,4,R-12,0
20180815,4,R-13,0
20180815,4,R-14,0
20180815,4,R-15,0
20180815,4,R-16,0
20180815,4,R-17,0
20180815,4,R-18,0
20180815,4,R-19,0
20180815,4,R-20,0
20180815,4,D-1,0
20180815,4,D-2,0
20180815,4,D-3,0
20180815,4,D-4,0
20180815,4,D-5,0
20180815,4,D-6,0
20180815,4,D-7,0
20180815,4,D-8,0
20180815,4,D-9,0
20180815,4,D-10,0
20180815,4,D-11,0
20180815,4,D-12,0
20180815,4,D-13,0
20180815,4,D-14,0
20180815,4,D-15,0
20180815,4,D-16,0
20180815,4,D-17,0
20180815,4,D-18,0
20180815,4,D-19,0
20180815,4,D-20,0
20180816,5,R-1,0
20180816,5,R-2,0
20180816,5,R-3,0
20180816,5,R-4,0
20180816,5,R-5,0
20180816,5,R-6,0
20180816,5,R-7,0
20180816,5,R-8,0
20180816,5,R-9,0
20180816,5,R-10,0
20180816,5,R-11,0
20180816,5,R-12,0
20180816,5,R-13,0
20180816,5,R-14,0
20180816,5,R-15,0
20180816,5,R-16,0
20180816,5,R-17,0
20180816,5,R-18,0
20180816,5,R-19,0
20180816,5,R-20,0
20180816,5,D-1,0
20180816,5,D-2,0
20180816,5,D-3,0
20180816,5,D-4,0
20180816,5,D-5,0
20180816,5,D-6,0
20180816,5,D-7,0
20180816,5,D-8,0
20180816,5,D-9,0
20180816,5,D-10,0
20180816,5,D-11,0
20180816,5,D-12,0
20180816,5,D-13,0
20180816,5,D-14,0
20180816,5,D-15,0
20180816,5,D-16,0
20180816,5,D-17,0
20180816,5,D-18,0
20180816,5,D-19,0
20180816,5,D-20,0
20180817,6,R-1,0
20180817,6,R-2,0
20180817,6,R-3,0
20180817,6,R-4,0
20180817,6,R-5,0
20180817,6,R-6,0
20180817,6,R-7,0
20180817,6,R-8,0
20180817,6,R-9,0
20180817,6,R-10,0
20180817,6,R-11,0
20180817,6,R-12,0
20180817,6,R-13,0
20180817,6,R-14,0
20180817,6,R-15,0
20180817,6,R-16,0
20180817,6,R-17,0
20180817,6,R-18,0
20180817,6,R-19,0
20180817,6,R-20,0
20180817,6,D-1,0
20180817,6,D-2,0
20180817,6,D-3,0
20180817,6,D-4,0
20180817,6,D-5,0
20180817,6,D-6,0
20180817,6,D-7,0
20180817,6,D-8,0
20180817,6,D-9,0
20180817,6,D-10,0
20180817,6,D-11,0
20180817,6,D-12,0
20180817,6,D-13,0
20180817,6,D-14,0
20180817,6,D-15,0
20180817,6,D-16,0
20180817,6,D-17,0
20180817,6,D-18,0
20180817,6,D-19,0
20180817,6,D-20,0